,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-19 00:00:00+00:00,6.0,416.0,0.0,0.0,0.0,322.25,0.0,185.5,0.0,842.25,1772.0,0.0,136.75,3762.75,1772.0,3899.5,-2127.5,None,IT_CSUD,2026-04-23
2026-01-19 01:00:00+00:00,6.0,404.0,0.0,0.0,0.0,330.75,0.0,185.75,0.0,891.25,1817.75,0.0,136.75,3622.0,1817.75,3758.75,-1941.0,None,IT_CSUD,2026-04-23
2026-01-19 02:00:00+00:00,6.0,414.75,0.0,0.0,0.0,342.75,0.0,186.0,0.0,889.0,1838.5,0.0,33.25,3566.0,1838.5,3599.25,-1760.75,None,IT_CSUD,2026-04-23
2026-01-19 03:00:00+00:00,6.0,428.5,0.0,0.0,0.0,327.5,0.0,183.25,0.0,793.5,1738.75,0.0,1.0,3603.75,1738.75,3604.75,-1866.0,None,IT_CSUD,2026-04-23
2026-01-19 04:00:00+00:00,6.0,632.5,0.0,0.0,0.0,319.5,2.75,182.0,0.0,819.75,1962.5,0.0,1.0,3952.0,1962.5,3953.0,-1990.5,None,IT_CSUD,2026-04-23
2026-01-19 05:00:00+00:00,6.0,1534.5,0.0,0.0,0.0,351.0,24.0,187.0,0.0,808.75,2911.25,7.5,0.0,5016.5,2918.75,5016.5,-2097.75,None,IT_CSUD,2026-04-23
2026-01-19 06:00:00+00:00,6.25,2392.25,0.0,0.0,0.0,385.25,24.0,189.0,2.75,969.5,3969.0,33.25,0.0,6026.0,4002.25,6026.0,-2023.75,None,IT_CSUD,2026-04-23
2026-01-19 07:00:00+00:00,6.0,2536.75,0.0,0.0,0.0,413.75,24.0,193.0,113.5,1052.75,4339.75,90.25,0.0,6720.25,4430.0,6720.25,-2290.25,None,IT_CSUD,2026-04-23
2026-01-19 08:00:00+00:00,6.0,2481.0,0.0,0.0,0.0,421.25,24.0,193.0,366.75,1077.5,4569.5,64.75,0.0,7193.5,4634.25,7193.5,-2559.25,None,IT_CSUD,2026-04-23
2026-01-19 09:00:00+00:00,6.0,2436.0,0.0,0.0,0.0,389.5,24.0,192.25,766.25,1115.5,4929.5,28.0,0.0,7424.75,4957.5,7424.75,-2467.25,None,IT_CSUD,2026-04-23
2026-01-19 10:00:00+00:00,6.0,2260.0,0.0,0.0,0.0,362.5,24.0,190.75,979.5,1099.5,4922.25,32.25,0.0,7467.0,4954.5,7467.0,-2512.5,None,IT_CSUD,2026-04-23
2026-01-19 11:00:00+00:00,6.0,2060.25,0.0,0.0,0.0,349.0,24.0,191.0,992.25,1114.25,4736.75,0.0,20.25,7441.25,4736.75,7461.5,-2724.75,None,IT_CSUD,2026-04-23
2026-01-19 12:00:00+00:00,6.5,1882.0,0.0,0.0,0.0,349.5,24.0,190.75,884.5,1177.5,4514.75,0.0,17.5,7268.5,4514.75,7286.0,-2771.25,None,IT_CSUD,2026-04-23
2026-01-19 13:00:00+00:00,6.0,2092.5,0.0,0.0,0.0,352.25,24.0,192.25,722.75,1210.25,4600.0,26.75,0.0,7374.0,4626.75,7374.0,-2747.25,None,IT_CSUD,2026-04-23
2026-01-19 14:00:00+00:00,6.0,2786.75,0.0,0.0,0.0,394.0,24.0,192.25,412.75,1235.0,5050.75,49.75,0.0,7365.75,5100.5,7365.75,-2265.25,None,IT_CSUD,2026-04-23
2026-01-19 15:00:00+00:00,6.0,2848.5,0.0,0.0,0.0,445.0,24.0,192.75,86.75,1339.5,4942.5,217.25,0.0,7425.5,5159.75,7425.5,-2265.75,None,IT_CSUD,2026-04-23
2026-01-19 16:00:00+00:00,6.0,2915.0,0.0,0.0,0.0,457.25,24.0,194.25,0.25,1423.0,5019.75,373.75,0.0,7680.5,5393.5,7680.5,-2287.0,None,IT_CSUD,2026-04-23
2026-01-19 17:00:00+00:00,6.0,2951.75,0.0,0.0,0.0,458.0,24.0,191.75,0.0,1405.5,5037.0,347.5,0.0,7632.0,5384.5,7632.0,-2247.5,None,IT_CSUD,2026-04-23
2026-01-19 18:00:00+00:00,6.0,2986.75,0.0,0.0,0.0,459.0,24.0,188.75,0.0,1293.75,4958.25,279.75,0.0,7630.0,5238.0,7630.0,-2392.0,None,IT_CSUD,2026-04-23
2026-01-19 19:00:00+00:00,6.0,2674.75,0.0,0.0,0.0,419.75,24.0,189.5,0.0,1226.5,4540.5,40.75,0.0,7239.0,4581.25,7239.0,-2657.75,None,IT_CSUD,2026-04-23
2026-01-19 20:00:00+00:00,6.0,2280.25,0.0,0.0,0.0,362.75,24.0,189.25,0.0,1204.75,4067.0,30.5,0.0,6667.75,4097.5,6667.75,-2570.25,None,IT_CSUD,2026-04-23
2026-01-19 21:00:00+00:00,6.0,1873.0,0.0,0.0,0.0,381.0,24.0,186.25,0.0,1152.75,3623.0,29.25,0.0,5958.25,3652.25,5958.25,-2306.0,None,IT_CSUD,2026-04-23
2026-01-19 22:00:00+00:00,6.0,1355.0,0.0,0.0,0.0,350.5,24.0,186.0,0.0,1104.75,3026.25,0.0,0.25,5203.75,3026.25,5204.0,-2177.75,None,IT_CSUD,2026-04-23
2026-01-19 23:00:00+00:00,6.0,815.5,0.0,0.0,0.0,334.75,0.0,183.75,0.0,1069.5,2409.5,0.0,16.0,4579.75,2409.5,4595.75,-2186.25,None,IT_CSUD,2026-04-23
2026-01-20 00:00:00+00:00,6.0,823.0,0.0,0.0,0.0,335.0,0.0,181.75,0.0,1165.25,2511.0,0.0,136.0,4289.75,2511.0,4425.75,-1914.75,None,IT_CSUD,2026-04-23
2026-01-20 01:00:00+00:00,6.0,781.25,0.0,0.0,0.0,327.25,0.0,181.75,0.0,1155.25,2451.5,0.0,92.5,4114.0,2451.5,4206.5,-1755.0,None,IT_CSUD,2026-04-23
2026-01-20 02:00:00+00:00,6.0,744.5,0.0,0.0,0.0,322.75,0.0,183.25,0.0,1159.0,2415.5,0.0,543.0,4007.75,2415.5,4550.75,-2135.25,None,IT_CSUD,2026-04-23
2026-01-20 03:00:00+00:00,6.0,709.5,0.0,0.0,0.0,352.5,0.0,182.25,0.0,1309.25,2559.5,0.0,307.5,4146.5,2559.5,4454.0,-1894.5,None,IT_CSUD,2026-04-23
2026-01-20 04:00:00+00:00,6.0,1044.0,0.0,0.0,0.0,356.75,1.25,182.0,0.0,1427.0,3017.0,0.0,245.0,4560.5,3017.0,4805.5,-1788.5,None,IT_CSUD,2026-04-23
2026-01-20 05:00:00+00:00,6.0,1831.5,0.0,0.0,0.0,370.75,24.0,184.0,0.0,1465.0,3881.25,31.0,0.0,5599.0,3912.25,5599.0,-1686.75,None,IT_CSUD,2026-04-23
2026-01-20 06:00:00+00:00,6.0,2300.5,0.0,0.0,0.0,405.25,24.0,186.25,10.75,1475.75,4408.5,179.0,0.0,6590.25,4587.5,6590.25,-2002.75,None,IT_CSUD,2026-04-23
2026-01-20 07:00:00+00:00,6.0,2315.0,0.0,0.0,0.0,435.25,24.0,188.25,303.75,1428.75,4701.0,792.5,0.0,7294.5,5493.5,7294.5,-1801.0,None,IT_CSUD,2026-04-23
2026-01-20 08:00:00+00:00,6.0,2333.75,0.0,0.0,0.0,420.25,24.0,187.75,876.75,1466.75,5315.25,400.75,0.0,8015.5,5716.0,8015.5,-2299.5,None,IT_CSUD,2026-04-23
2026-01-20 09:00:00+00:00,6.0,2248.0,0.0,0.0,0.0,339.0,24.0,187.75,1435.25,1526.0,5766.0,82.0,0.0,8149.0,5848.0,8149.0,-2301.0,None,IT_CSUD,2026-04-23
2026-01-20 10:00:00+00:00,6.0,2393.75,0.0,0.0,0.0,329.5,24.0,182.75,1715.75,1541.25,6193.0,0.0,98.0,8183.0,6193.0,8281.0,-2088.0,None,IT_CSUD,2026-04-23
2026-01-20 11:00:00+00:00,6.0,2408.75,0.0,0.0,0.0,318.5,24.0,180.75,1709.75,1584.25,6232.0,0.0,85.0,7893.25,6232.0,7978.25,-1746.25,None,IT_CSUD,2026-04-23
2026-01-20 12:00:00+00:00,6.0,2617.75,0.0,0.0,0.0,329.25,24.0,182.25,1532.25,1467.0,6158.5,0.0,67.5,7682.25,6158.5,7749.75,-1591.25,None,IT_CSUD,2026-04-23
2026-01-20 13:00:00+00:00,6.0,3094.75,0.0,0.0,0.0,341.75,24.0,186.5,1118.75,1397.5,6169.25,19.75,0.0,7742.5,6189.0,7742.5,-1553.5,None,IT_CSUD,2026-04-23
2026-01-20 14:00:00+00:00,6.0,3177.5,0.0,0.0,0.0,381.5,24.0,189.25,503.5,1396.75,5678.5,31.75,0.0,7716.5,5710.25,7716.5,-2006.25,None,IT_CSUD,2026-04-23
2026-01-20 15:00:00+00:00,6.0,3173.75,0.0,0.0,0.0,443.5,24.0,193.25,156.25,1360.25,5357.0,240.25,0.0,7731.25,5597.25,7731.25,-2134.0,None,IT_CSUD,2026-04-23
2026-01-20 16:00:00+00:00,6.0,3277.0,0.0,0.0,0.0,445.25,24.0,191.25,3.25,1264.75,5211.5,407.5,0.0,7847.5,5619.0,7847.5,-2228.5,None,IT_CSUD,2026-04-23
2026-01-20 17:00:00+00:00,6.0,3162.75,0.0,0.0,0.0,448.0,24.0,187.25,0.0,1164.0,4992.0,514.0,0.0,7611.75,5506.0,7611.75,-2105.75,None,IT_CSUD,2026-04-23
2026-01-20 18:00:00+00:00,6.0,3083.75,0.0,0.0,0.0,434.5,24.0,190.25,0.0,1071.75,4810.25,241.75,0.0,7603.25,5052.0,7603.25,-2551.25,None,IT_CSUD,2026-04-23
2026-01-20 19:00:00+00:00,6.0,2957.75,0.0,0.0,0.0,402.25,24.0,189.5,0.0,998.25,4577.75,21.25,0.0,7128.0,4599.0,7128.0,-2529.0,None,IT_CSUD,2026-04-23
2026-01-20 20:00:00+00:00,6.0,2722.0,0.0,0.0,0.0,388.75,24.0,190.0,0.0,898.5,4229.25,26.5,0.0,6573.0,4255.75,6573.0,-2317.25,None,IT_CSUD,2026-04-23
2026-01-20 21:00:00+00:00,6.0,1988.25,0.0,0.0,0.0,374.5,24.0,185.0,0.0,1120.75,3698.5,31.0,0.0,5935.25,3729.5,5935.25,-2205.75,None,IT_CSUD,2026-04-23
2026-01-20 22:00:00+00:00,6.0,1181.25,0.0,0.0,0.0,361.25,24.0,182.25,0.0,1180.25,2935.0,0.0,1.0,5205.5,2935.0,5206.5,-2271.5,None,IT_CSUD,2026-04-23
2026-01-20 23:00:00+00:00,6.0,703.5,0.0,0.0,0.0,353.75,0.25,180.75,0.0,1160.5,2404.75,0.0,38.0,4610.25,2404.75,4648.25,-2243.5,None,IT_CSUD,2026-04-23
2026-01-21 00:00:00+00:00,6.0,618.0,0.0,0.0,0.0,352.5,0.0,182.25,0.0,1090.25,2249.0,0.0,121.75,4109.75,2249.0,4231.5,-1982.5,None,IT_CSUD,2026-04-23
2026-01-21 01:00:00+00:00,6.0,596.0,0.0,0.0,0.0,322.75,0.0,180.75,0.0,1149.0,2254.5,0.0,371.5,3917.0,2254.5,4288.5,-2034.0,None,IT_CSUD,2026-04-23
2026-01-21 02:00:00+00:00,6.0,614.0,0.0,0.0,0.0,324.0,0.0,182.25,0.0,1141.0,2267.25,0.0,115.75,3924.75,2267.25,4040.5,-1773.25,None,IT_CSUD,2026-04-23
2026-01-21 03:00:00+00:00,6.0,634.0,0.0,0.0,0.0,327.0,0.0,180.25,0.0,1155.0,2302.25,9.5,0.0,4016.25,2311.75,4016.25,-1704.5,None,IT_CSUD,2026-04-23
2026-01-21 04:00:00+00:00,6.0,1067.5,0.0,0.0,0.0,329.5,1.0,179.5,0.0,1201.25,2784.75,23.25,0.0,4406.5,2808.0,4406.5,-1598.5,None,IT_CSUD,2026-04-23
2026-01-21 05:00:00+00:00,6.0,1921.25,0.0,0.0,0.0,348.75,24.0,182.75,0.0,1218.25,3701.0,26.0,0.0,5320.0,3727.0,5320.0,-1593.0,None,IT_CSUD,2026-04-23
2026-01-21 06:00:00+00:00,6.0,2292.75,0.0,0.0,0.0,400.75,24.0,184.5,1.5,1145.25,4054.75,147.0,0.0,6293.0,4201.75,6293.0,-2091.25,None,IT_CSUD,2026-04-23
2026-01-21 07:00:00+00:00,6.0,2394.75,0.0,0.0,0.0,405.75,24.0,185.75,74.0,1068.25,4158.5,171.5,0.0,6864.5,4330.0,6864.5,-2534.5,None,IT_CSUD,2026-04-23
2026-01-21 08:00:00+00:00,6.0,2507.75,0.0,0.0,0.0,385.5,24.0,184.25,203.0,1066.75,4377.25,196.0,0.0,7248.5,4573.25,7248.5,-2675.25,None,IT_CSUD,2026-04-23
2026-01-21 09:00:00+00:00,6.0,2577.25,0.0,0.0,0.0,368.0,24.0,184.0,399.75,1092.75,4651.75,361.75,0.0,7607.0,5013.5,7607.0,-2593.5,None,IT_CSUD,2026-04-23
2026-01-21 10:00:00+00:00,6.25,2781.25,0.0,0.0,0.0,352.5,24.0,179.75,620.0,1114.25,5078.0,77.0,0.0,7629.0,5155.0,7629.0,-2474.0,None,IT_CSUD,2026-04-23
2026-01-21 11:00:00+00:00,6.0,2948.75,0.0,0.0,0.0,329.25,24.0,180.0,720.25,1000.0,5208.25,0.0,108.0,7453.5,5208.25,7561.5,-2353.25,None,IT_CSUD,2026-04-23
2026-01-21 12:00:00+00:00,6.25,3460.25,0.0,0.0,0.0,320.5,24.0,182.0,651.5,910.25,5554.75,0.0,109.0,7250.5,5554.75,7359.5,-1804.75,None,IT_CSUD,2026-04-23
2026-01-21 13:00:00+00:00,6.0,3416.0,0.0,0.0,0.0,333.5,24.0,182.75,470.0,970.5,5402.75,0.0,24.25,7385.5,5402.75,7409.75,-2007.0,None,IT_CSUD,2026-04-23
2026-01-21 14:00:00+00:00,5.5,3383.5,0.0,0.0,0.0,367.25,24.0,188.0,261.5,966.5,5196.25,15.5,0.0,7400.5,5211.75,7400.5,-2188.75,None,IT_CSUD,2026-04-23
2026-01-21 15:00:00+00:00,5.75,3421.25,0.0,0.0,0.0,404.75,24.0,190.5,67.75,926.25,5040.25,182.75,0.0,7294.5,5223.0,7294.5,-2071.5,None,IT_CSUD,2026-04-23
2026-01-21 16:00:00+00:00,6.0,3458.25,0.0,0.0,0.0,456.0,24.0,191.25,0.0,948.75,5084.25,330.25,0.0,7528.75,5414.5,7528.75,-2114.25,None,IT_CSUD,2026-04-23
2026-01-21 17:00:00+00:00,6.0,3467.75,0.0,0.0,0.0,461.25,24.0,185.25,0.0,898.0,5042.25,356.75,0.0,7523.5,5399.0,7523.5,-2124.5,None,IT_CSUD,2026-04-23
2026-01-21 18:00:00+00:00,6.0,3482.25,0.0,0.0,0.0,452.5,24.0,186.25,0.0,799.25,4950.25,460.25,0.0,7500.75,5410.5,7500.75,-2090.25,None,IT_CSUD,2026-04-23
2026-01-21 19:00:00+00:00,6.0,3487.0,0.0,0.0,0.0,439.5,24.0,187.5,0.0,760.0,4904.0,193.25,0.0,7025.5,5097.25,7025.5,-1928.25,None,IT_CSUD,2026-04-23
2026-01-21 20:00:00+00:00,6.0,3285.5,0.0,0.0,0.0,404.75,24.0,185.25,0.0,625.25,4530.75,80.0,0.0,6455.5,4610.75,6455.5,-1844.75,None,IT_CSUD,2026-04-23
2026-01-21 21:00:00+00:00,6.0,2460.5,0.0,0.0,0.0,349.5,24.0,182.5,0.0,393.75,3416.25,31.25,0.0,5720.5,3447.5,5720.5,-2273.0,None,IT_CSUD,2026-04-23
2026-01-21 22:00:00+00:00,6.0,1899.75,0.0,0.0,0.0,353.25,24.0,181.5,0.0,270.25,2734.75,0.0,1.5,4954.75,2734.75,4956.25,-2221.5,None,IT_CSUD,2026-04-23
2026-01-21 23:00:00+00:00,6.0,1789.75,0.0,0.0,0.0,340.25,0.25,182.25,0.0,225.0,2543.5,0.0,40.0,4248.75,2543.5,4288.75,-1745.25,None,IT_CSUD,2026-04-23
2026-01-22 00:00:00+00:00,6.0,1749.5,0.0,0.0,0.0,338.75,0.0,182.0,0.0,207.0,2483.25,0.0,65.0,3855.0,2483.25,3920.0,-1436.75,None,IT_CSUD,2026-04-23
2026-01-22 01:00:00+00:00,6.0,1780.25,0.0,0.0,0.0,304.0,0.0,180.25,0.0,177.75,2448.25,0.0,136.5,3657.5,2448.25,3794.0,-1345.75,None,IT_CSUD,2026-04-23
2026-01-22 02:00:00+00:00,6.0,1695.0,0.0,0.0,0.0,300.25,0.0,180.25,0.0,155.0,2336.5,0.0,136.0,3540.25,2336.5,3676.25,-1339.75,None,IT_CSUD,2026-04-23
2026-01-22 03:00:00+00:00,6.0,1610.25,0.0,0.0,0.0,302.5,0.0,180.25,0.0,69.0,2168.0,0.0,71.75,3652.25,2168.0,3724.0,-1556.0,None,IT_CSUD,2026-04-23
2026-01-22 04:00:00+00:00,6.0,2062.5,0.0,0.0,0.0,303.25,0.75,180.75,0.0,29.5,2582.75,0.0,1.5,4026.25,2582.75,4027.75,-1445.0,None,IT_CSUD,2026-04-23
2026-01-22 05:00:00+00:00,6.0,2741.75,0.0,0.0,0.0,363.0,24.0,182.25,0.0,18.75,3335.75,24.75,0.0,5003.5,3360.5,5003.5,-1643.0,None,IT_CSUD,2026-04-23
2026-01-22 06:00:00+00:00,6.0,3091.25,0.0,0.0,0.0,393.75,24.0,183.5,13.0,10.0,3721.5,73.25,0.0,6042.5,3794.75,6042.5,-2247.75,None,IT_CSUD,2026-04-23
2026-01-22 07:00:00+00:00,6.0,3075.75,0.0,0.0,0.0,399.5,24.0,185.75,376.0,5.25,4072.25,237.25,0.0,6726.75,4309.5,6726.75,-2417.25,None,IT_CSUD,2026-04-23
2026-01-22 08:00:00+00:00,6.0,3088.75,0.0,0.0,0.0,384.25,24.25,184.0,1198.75,3.5,4889.5,205.75,0.0,7169.25,5095.25,7169.25,-2074.0,None,IT_CSUD,2026-04-23
2026-01-22 09:00:00+00:00,6.0,3111.0,0.0,0.0,0.0,348.25,24.0,183.5,2053.5,4.0,5730.25,22.75,0.0,7372.75,5753.0,7372.75,-1619.75,None,IT_CSUD,2026-04-23
2026-01-22 10:00:00+00:00,6.0,3062.0,0.0,0.0,0.0,296.25,24.25,187.0,2424.5,5.0,6005.0,19.0,0.0,7242.75,6024.0,7242.75,-1218.75,None,IT_CSUD,2026-04-23
2026-01-22 11:00:00+00:00,6.0,2826.25,0.0,0.0,0.0,287.25,24.0,186.5,2330.75,7.0,5667.75,0.0,64.0,6997.5,5667.75,7061.5,-1393.75,None,IT_CSUD,2026-04-23
2026-01-22 12:00:00+00:00,6.0,2964.5,0.0,0.0,0.0,296.5,24.0,184.75,2119.75,16.75,5612.25,0.0,16.75,6828.25,5612.25,6845.0,-1232.75,None,IT_CSUD,2026-04-23
2026-01-22 13:00:00+00:00,6.0,3144.5,0.0,0.0,0.0,300.25,24.0,187.0,1621.75,34.0,5317.5,10.0,0.0,6660.0,5327.5,6660.0,-1332.5,None,IT_CSUD,2026-04-23
2026-01-22 14:00:00+00:00,6.0,3578.25,0.0,0.0,0.0,349.0,24.0,189.25,958.0,48.5,5153.0,108.5,0.0,6624.25,5261.5,6624.25,-1362.75,None,IT_CSUD,2026-04-23
2026-01-22 15:00:00+00:00,6.0,3709.25,0.0,0.0,0.0,441.5,24.0,190.0,230.0,63.5,4664.25,395.25,0.0,6786.5,5059.5,6786.5,-1727.0,None,IT_CSUD,2026-04-23
2026-01-22 16:00:00+00:00,6.0,3725.5,0.0,0.0,0.0,410.25,24.0,186.0,2.25,79.25,4433.25,349.5,0.0,7100.5,4782.75,7100.5,-2317.75,None,IT_CSUD,2026-04-23
2026-01-22 17:00:00+00:00,6.25,3723.75,0.0,0.0,0.0,434.5,24.0,186.25,0.0,101.25,4476.0,534.0,0.0,7211.5,5010.0,7211.5,-2201.5,None,IT_CSUD,2026-04-23
2026-01-22 18:00:00+00:00,6.25,3707.75,0.0,0.0,0.0,441.75,24.0,187.0,0.0,112.75,4479.5,442.0,0.0,7276.75,4921.5,7276.75,-2355.25,None,IT_CSUD,2026-04-23
2026-01-22 19:00:00+00:00,6.25,3637.25,0.0,0.0,0.0,429.75,24.0,188.5,0.0,73.5,4359.25,165.0,0.0,6824.25,4524.25,6824.25,-2300.0,None,IT_CSUD,2026-04-23
2026-01-22 20:00:00+00:00,6.0,3575.75,0.0,0.0,0.0,392.0,24.0,189.0,0.0,68.5,4255.25,43.25,0.0,6333.5,4298.5,6333.5,-2035.0,None,IT_CSUD,2026-04-23
2026-01-22 21:00:00+00:00,6.0,3005.5,0.0,0.0,0.0,340.5,24.0,188.0,0.0,55.25,3619.25,45.0,0.0,5695.5,3664.25,5695.5,-2031.25,None,IT_CSUD,2026-04-23
2026-01-22 22:00:00+00:00,6.0,2396.5,0.0,0.0,0.0,341.0,24.0,185.75,0.0,38.0,2991.25,0.0,1.0,4984.75,2991.25,4985.75,-1994.5,None,IT_CSUD,2026-04-23
2026-01-22 23:00:00+00:00,6.0,2063.25,0.0,0.0,0.0,326.5,1.0,185.5,0.0,17.75,2600.0,0.0,44.75,4377.25,2600.0,4422.0,-1822.0,None,IT_CSUD,2026-04-23
2026-01-23 00:00:00+00:00,6.0,2026.5,0.0,0.0,0.0,313.75,0.0,185.5,0.0,10.5,2542.25,0.0,1.0,4053.25,2542.25,4054.25,-1512.0,None,IT_CSUD,2026-04-23
2026-01-23 01:00:00+00:00,6.0,2041.5,0.0,0.0,0.0,302.0,0.0,182.75,0.0,6.25,2538.5,0.0,96.0,3826.75,2538.5,3922.75,-1384.25,None,IT_CSUD,2026-04-23
2026-01-23 02:00:00+00:00,6.0,2059.25,0.0,0.0,0.0,300.25,0.0,183.25,0.0,10.75,2559.5,0.0,97.75,3760.0,2559.5,3857.75,-1298.25,None,IT_CSUD,2026-04-23
2026-01-23 03:00:00+00:00,6.0,2011.75,0.0,0.0,0.0,333.5,0.0,185.0,0.0,13.25,2549.5,0.0,83.75,3807.75,2549.5,3891.5,-1342.0,None,IT_CSUD,2026-04-23
2026-01-23 04:00:00+00:00,6.0,2235.0,0.0,0.0,0.0,347.0,3.5,185.75,0.0,18.0,2795.25,3.25,0.0,4161.5,2798.5,4161.5,-1363.0,None,IT_CSUD,2026-04-23
2026-01-23 05:00:00+00:00,6.0,2899.0,0.0,0.0,0.0,371.75,36.0,187.5,0.0,23.25,3523.5,0.0,14.0,5050.25,3523.5,5064.25,-1540.75,None,IT_CSUD,2026-04-23
2026-01-23 06:00:00+00:00,6.0,3443.5,0.0,0.0,0.0,427.25,36.0,187.25,34.0,12.25,4146.25,70.0,0.0,6110.75,4216.25,6110.75,-1894.5,None,IT_CSUD,2026-04-23
2026-01-23 07:00:00+00:00,6.0,3401.75,0.0,0.0,0.0,433.75,36.0,188.25,574.75,24.25,4664.75,109.0,0.0,6825.75,4773.75,6825.75,-2052.0,None,IT_CSUD,2026-04-23
2026-01-23 08:00:00+00:00,6.0,3245.0,0.0,0.0,0.0,422.75,36.0,188.5,1415.0,28.0,5341.25,25.25,0.0,7078.75,5366.5,7078.75,-1712.25,None,IT_CSUD,2026-04-23
2026-01-23 09:00:00+00:00,6.0,3186.5,0.0,0.0,0.0,355.75,36.0,187.0,1956.0,31.75,5759.0,0.0,316.0,6930.75,5759.0,7246.75,-1487.75,None,IT_CSUD,2026-04-23
2026-01-23 10:00:00+00:00,6.0,2897.0,0.0,0.0,0.0,375.5,36.0,185.5,2463.75,30.25,5994.0,0.0,481.75,6943.5,5994.0,7425.25,-1431.25,None,IT_CSUD,2026-04-23
2026-01-23 11:00:00+00:00,6.0,2443.25,0.0,0.0,0.0,334.5,36.0,181.5,2435.5,51.25,5488.0,0.0,567.5,6697.75,5488.0,7265.25,-1777.25,None,IT_CSUD,2026-04-23
2026-01-23 12:00:00+00:00,6.0,2785.25,0.0,0.0,0.0,323.0,36.0,178.5,2039.75,53.75,5422.25,0.0,565.5,6311.25,5422.25,6876.75,-1454.5,None,IT_CSUD,2026-04-23
2026-01-23 13:00:00+00:00,6.0,3259.25,0.0,0.0,0.0,357.75,36.0,178.5,1578.0,50.5,5466.0,0.0,414.5,6464.0,5466.0,6878.5,-1412.5,None,IT_CSUD,2026-04-23
2026-01-23 14:00:00+00:00,6.0,3296.0,0.0,0.0,0.0,420.25,36.0,185.0,733.5,61.0,4737.75,83.75,0.0,6488.25,4821.5,6488.25,-1666.75,None,IT_CSUD,2026-04-23
2026-01-23 15:00:00+00:00,6.0,3364.0,0.0,0.0,0.0,424.0,36.0,192.0,140.75,125.5,4288.25,167.75,0.0,6622.5,4456.0,6622.5,-2166.5,None,IT_CSUD,2026-04-23
2026-01-23 16:00:00+00:00,5.75,3316.75,0.0,0.0,0.0,444.5,36.0,195.25,0.25,309.75,4308.25,274.0,0.0,6972.5,4582.25,6972.5,-2390.25,None,IT_CSUD,2026-04-23
2026-01-23 17:00:00+00:00,6.0,3429.5,0.0,0.0,0.0,450.75,36.0,191.25,0.0,577.25,4690.75,285.25,0.0,7147.75,4976.0,7147.75,-2171.75,None,IT_CSUD,2026-04-23
2026-01-23 18:00:00+00:00,6.0,3479.25,0.0,0.0,0.0,429.75,36.0,193.0,0.0,657.5,4801.5,273.5,0.0,7182.25,5075.0,7182.25,-2107.25,None,IT_CSUD,2026-04-23
2026-01-23 19:00:00+00:00,5.75,3309.0,0.0,0.0,0.0,436.25,36.0,193.25,0.0,681.5,4661.75,160.0,0.0,6870.25,4821.75,6870.25,-2048.5,None,IT_CSUD,2026-04-23
2026-01-23 20:00:00+00:00,6.0,2849.75,0.0,0.0,0.0,401.75,36.0,194.25,0.0,683.75,4171.5,159.0,0.0,6258.0,4330.5,6258.0,-1927.5,None,IT_CSUD,2026-04-23
2026-01-23 21:00:00+00:00,6.0,2041.25,0.0,0.0,0.0,396.5,36.0,190.5,0.0,698.25,3368.5,39.5,0.0,5636.5,3408.0,5636.5,-2228.5,None,IT_CSUD,2026-04-23
2026-01-23 22:00:00+00:00,6.0,1238.25,0.0,0.0,0.0,390.5,20.75,189.25,0.0,719.75,2564.5,0.0,2.5,5045.75,2564.5,5048.25,-2483.75,None,IT_CSUD,2026-04-23
2026-01-23 23:00:00+00:00,6.0,824.25,0.0,0.0,0.0,320.0,1.25,188.75,0.0,821.0,2161.25,0.0,28.75,4445.25,2161.25,4474.0,-2312.75,None,IT_CSUD,2026-04-23
2026-01-24 00:00:00+00:00,6.0,765.25,0.0,0.0,0.0,332.5,0.0,186.75,0.0,915.75,2206.25,0.0,11.5,4140.0,2206.25,4151.5,-1945.25,None,IT_CSUD,2026-04-23
2026-01-24 01:00:00+00:00,6.0,764.25,0.0,0.0,0.0,329.25,0.0,187.0,0.0,960.25,2246.75,0.0,14.0,3979.5,2246.75,3993.5,-1746.75,None,IT_CSUD,2026-04-23
2026-01-24 02:00:00+00:00,6.0,764.25,0.0,0.0,0.0,316.5,0.0,189.0,0.0,868.5,2144.25,0.0,28.25,3854.75,2144.25,3883.0,-1738.75,None,IT_CSUD,2026-04-23
2026-01-24 03:00:00+00:00,6.0,766.5,0.0,0.0,0.0,317.25,0.0,189.0,0.0,1028.25,2307.0,0.0,1.25,3883.75,2307.0,3885.0,-1578.0,None,IT_CSUD,2026-04-23
2026-01-24 04:00:00+00:00,6.0,755.5,0.0,0.0,0.0,305.75,0.75,190.0,0.0,1152.0,2410.0,0.0,71.25,4001.25,2410.0,4072.5,-1662.5,None,IT_CSUD,2026-04-23
2026-01-24 05:00:00+00:00,5.75,775.25,0.0,0.0,0.0,343.25,21.0,190.5,0.0,1153.5,2489.25,0.0,35.0,4499.75,2489.25,4534.75,-2045.5,None,IT_CSUD,2026-04-23
