,ME_BA,BA_ME,ME_RS,RS_ME,ME_IT_CSUD,IT_CSUD_ME,ME_BA_net_export,ME_RS_net_export,ME_IT_CSUD_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-21 19:00:00+00:00,303.0,13.0,263.0,29.0,46.0,420.0,290.0,234.0,-374.0,150.0,None,ME,2026-04-23
2026-01-21 20:00:00+00:00,249.0,173.0,270.0,28.0,244.0,320.0,76.0,242.0,-76.0,242.0,None,ME,2026-04-23
2026-01-21 21:00:00+00:00,75.0,173.0,150.0,28.0,289.0,66.0,-98.0,122.0,223.0,247.0,None,ME,2026-04-23
2026-01-21 22:00:00+00:00,70.0,223.0,125.0,29.0,354.0,49.0,-153.0,96.0,305.0,248.0,None,ME,2026-04-23
2026-01-21 23:00:00+00:00,75.0,179.0,91.0,55.0,332.0,99.0,-104.0,36.0,233.0,165.0,None,ME,2026-04-23
2026-01-22 00:00:00+00:00,75.0,206.0,81.0,104.0,432.0,82.0,-131.0,-23.0,350.0,196.0,None,ME,2026-04-23
2026-01-22 01:00:00+00:00,75.0,160.0,77.0,134.0,441.0,18.0,-85.0,-57.0,423.0,281.0,None,ME,2026-04-23
2026-01-22 02:00:00+00:00,82.0,157.0,100.0,134.0,438.0,4.0,-75.0,-34.0,434.0,325.0,None,ME,2026-04-23
2026-01-22 03:00:00+00:00,75.0,157.0,97.0,118.0,429.0,5.0,-82.0,-21.0,424.0,321.0,None,ME,2026-04-23
2026-01-22 04:00:00+00:00,108.0,13.0,183.0,52.0,157.0,164.0,95.0,131.0,-7.0,219.0,None,ME,2026-04-23
2026-01-22 05:00:00+00:00,262.0,45.0,278.0,29.0,59.0,273.0,217.0,249.0,-214.0,252.0,None,ME,2026-04-23
2026-01-22 06:00:00+00:00,205.0,23.0,280.0,31.0,27.0,250.0,182.0,249.0,-223.0,208.0,None,ME,2026-04-23
2026-01-22 07:00:00+00:00,288.0,21.0,240.0,32.0,27.0,358.0,267.0,208.0,-331.0,144.0,None,ME,2026-04-23
2026-01-22 08:00:00+00:00,230.0,20.0,282.0,32.0,27.0,278.0,210.0,250.0,-251.0,209.0,None,ME,2026-04-23
2026-01-22 09:00:00+00:00,235.0,128.0,282.0,32.0,27.0,228.0,107.0,250.0,-201.0,156.0,None,ME,2026-04-23
2026-01-22 10:00:00+00:00,224.0,96.0,230.0,39.0,52.0,210.0,128.0,191.0,-158.0,161.0,None,ME,2026-04-23
2026-01-22 11:00:00+00:00,224.0,114.0,229.0,36.0,52.0,172.0,110.0,193.0,-120.0,183.0,None,ME,2026-04-23
2026-01-22 12:00:00+00:00,243.0,91.0,257.0,31.0,42.0,251.0,152.0,226.0,-209.0,169.0,None,ME,2026-04-23
2026-01-22 13:00:00+00:00,194.0,29.0,281.0,31.0,27.0,263.0,165.0,250.0,-236.0,179.0,None,ME,2026-04-23
2026-01-22 14:00:00+00:00,257.0,43.0,280.0,32.0,27.0,409.0,214.0,248.0,-382.0,80.0,None,ME,2026-04-23
2026-01-22 15:00:00+00:00,310.0,53.0,280.0,32.0,27.0,493.0,257.0,248.0,-466.0,39.0,None,ME,2026-04-23
2026-01-22 16:00:00+00:00,313.0,35.0,285.0,35.0,27.0,506.0,278.0,250.0,-479.0,49.0,None,ME,2026-04-23
2026-01-22 17:00:00+00:00,308.0,47.0,285.0,35.0,27.0,521.0,261.0,250.0,-494.0,17.0,None,ME,2026-04-23
2026-01-22 18:00:00+00:00,304.0,57.0,285.0,35.0,27.0,497.0,247.0,250.0,-470.0,27.0,None,ME,2026-04-23
2026-01-22 19:00:00+00:00,173.0,46.0,284.0,34.0,27.0,402.0,127.0,250.0,-375.0,2.0,None,ME,2026-04-23
2026-01-22 20:00:00+00:00,213.0,51.0,294.0,44.0,27.0,305.0,162.0,250.0,-278.0,134.0,None,ME,2026-04-23
2026-01-22 21:00:00+00:00,179.0,46.0,236.0,33.0,42.0,201.0,133.0,203.0,-159.0,177.0,None,ME,2026-04-23
2026-01-22 22:00:00+00:00,65.0,153.0,162.0,31.0,247.0,102.0,-88.0,131.0,145.0,188.0,None,ME,2026-04-23
2026-01-22 23:00:00+00:00,97.0,189.0,173.0,162.0,420.0,20.0,-92.0,11.0,400.0,319.0,None,ME,2026-04-23
2026-01-23 00:00:00+00:00,78.0,194.0,198.0,128.0,420.0,20.0,-116.0,70.0,400.0,354.0,None,ME,2026-04-23
2026-01-23 01:00:00+00:00,78.0,189.0,194.0,129.0,420.0,20.0,-111.0,65.0,400.0,354.0,None,ME,2026-04-23
2026-01-23 02:00:00+00:00,71.0,189.0,189.0,127.0,420.0,20.0,-118.0,62.0,400.0,344.0,None,ME,2026-04-23
2026-01-23 03:00:00+00:00,71.0,189.0,210.0,131.0,420.0,20.0,-118.0,79.0,400.0,361.0,None,ME,2026-04-23
2026-01-23 04:00:00+00:00,206.0,13.0,282.0,32.0,42.0,120.0,193.0,250.0,-78.0,365.0,None,ME,2026-04-23
2026-01-23 05:00:00+00:00,313.0,13.0,277.0,27.0,27.0,297.0,300.0,250.0,-270.0,280.0,None,ME,2026-04-23
2026-01-23 06:00:00+00:00,313.0,13.0,279.0,29.0,27.0,378.0,300.0,250.0,-351.0,199.0,None,ME,2026-04-23
2026-01-23 07:00:00+00:00,313.0,13.0,280.0,30.0,27.0,374.0,300.0,250.0,-347.0,203.0,None,ME,2026-04-23
2026-01-23 08:00:00+00:00,313.0,13.0,279.0,31.0,27.0,239.0,300.0,248.0,-212.0,336.0,None,ME,2026-04-23
2026-01-23 09:00:00+00:00,313.0,13.0,270.0,31.0,37.0,241.0,300.0,239.0,-204.0,335.0,None,ME,2026-04-23
2026-01-23 10:00:00+00:00,313.0,13.0,272.0,31.0,37.0,210.0,300.0,241.0,-173.0,368.0,None,ME,2026-04-23
2026-01-23 11:00:00+00:00,313.0,13.0,276.0,30.0,37.0,192.0,300.0,246.0,-155.0,391.0,None,ME,2026-04-23
2026-01-23 12:00:00+00:00,313.0,13.0,270.0,30.0,37.0,189.0,300.0,240.0,-152.0,388.0,None,ME,2026-04-23
2026-01-23 13:00:00+00:00,313.0,22.0,279.0,37.0,27.0,202.0,291.0,242.0,-175.0,358.0,None,ME,2026-04-23
2026-01-23 14:00:00+00:00,313.0,22.0,279.0,30.0,27.0,249.0,291.0,249.0,-222.0,318.0,None,ME,2026-04-23
2026-01-23 15:00:00+00:00,308.0,68.0,281.0,31.0,27.0,446.0,240.0,250.0,-419.0,71.0,None,ME,2026-04-23
2026-01-23 16:00:00+00:00,308.0,72.0,285.0,35.0,27.0,500.0,236.0,250.0,-473.0,13.0,None,ME,2026-04-23
2026-01-23 17:00:00+00:00,305.0,68.0,282.0,32.0,27.0,495.0,237.0,250.0,-468.0,19.0,None,ME,2026-04-23
2026-01-23 18:00:00+00:00,305.0,61.0,282.0,32.0,27.0,499.0,244.0,250.0,-472.0,22.0,None,ME,2026-04-23
2026-01-23 19:00:00+00:00,310.0,25.0,282.0,32.0,27.0,484.0,285.0,250.0,-457.0,78.0,None,ME,2026-04-23
2026-01-23 20:00:00+00:00,300.0,13.0,270.0,30.0,27.0,248.0,287.0,240.0,-221.0,306.0,None,ME,2026-04-23
2026-01-23 21:00:00+00:00,209.0,63.0,265.0,44.0,92.0,120.0,146.0,221.0,-28.0,339.0,None,ME,2026-04-23
2026-01-23 22:00:00+00:00,118.0,63.0,235.0,62.0,161.0,40.0,55.0,173.0,121.0,349.0,None,ME,2026-04-23
2026-01-23 23:00:00+00:00,131.0,206.0,90.0,179.0,490.0,10.0,-75.0,-89.0,480.0,316.0,None,ME,2026-04-23
2026-01-24 00:00:00+00:00,106.0,121.0,110.0,125.0,405.0,10.0,-15.0,-15.0,395.0,365.0,None,ME,2026-04-23
2026-01-24 01:00:00+00:00,153.0,121.0,168.0,124.0,405.0,10.0,32.0,44.0,395.0,471.0,None,ME,2026-04-23
2026-01-24 02:00:00+00:00,133.0,121.0,168.0,133.0,405.0,10.0,12.0,35.0,395.0,442.0,None,ME,2026-04-23
2026-01-24 03:00:00+00:00,147.0,121.0,161.0,123.0,405.0,10.0,26.0,38.0,395.0,459.0,None,ME,2026-04-23
2026-01-24 04:00:00+00:00,158.0,71.0,228.0,83.0,290.0,40.0,87.0,145.0,250.0,482.0,None,ME,2026-04-23
2026-01-24 05:00:00+00:00,299.0,33.0,270.0,24.0,85.0,195.0,266.0,246.0,-110.0,402.0,None,ME,2026-04-23
2026-01-24 06:00:00+00:00,305.0,13.0,270.0,25.0,85.0,224.0,292.0,245.0,-139.0,398.0,None,ME,2026-04-23
2026-01-24 07:00:00+00:00,293.0,13.0,270.0,27.0,46.0,261.0,280.0,243.0,-215.0,308.0,None,ME,2026-04-23
2026-01-24 08:00:00+00:00,272.0,13.0,270.0,28.0,27.0,218.0,259.0,242.0,-191.0,310.0,None,ME,2026-04-23
2026-01-24 09:00:00+00:00,283.0,20.0,270.0,28.0,47.0,229.0,263.0,242.0,-182.0,323.0,None,ME,2026-04-23
2026-01-24 10:00:00+00:00,193.0,13.0,258.0,27.0,47.0,172.0,180.0,231.0,-125.0,286.0,None,ME,2026-04-23
2026-01-24 11:00:00+00:00,283.0,13.0,259.0,27.0,47.0,220.0,270.0,232.0,-173.0,329.0,None,ME,2026-04-23
2026-01-24 12:00:00+00:00,183.0,13.0,270.0,27.0,48.0,132.0,170.0,243.0,-84.0,329.0,None,ME,2026-04-23
2026-01-24 13:00:00+00:00,245.0,13.0,270.0,36.0,48.0,140.0,232.0,234.0,-92.0,374.0,None,ME,2026-04-23
2026-01-24 14:00:00+00:00,288.0,13.0,270.0,27.0,27.0,312.0,275.0,243.0,-285.0,233.0,None,ME,2026-04-23
2026-01-24 15:00:00+00:00,313.0,13.0,270.0,27.0,27.0,416.0,300.0,243.0,-389.0,154.0,None,ME,2026-04-23
2026-01-24 16:00:00+00:00,313.0,13.0,270.0,27.0,27.0,473.0,300.0,243.0,-446.0,97.0,None,ME,2026-04-23
2026-01-24 17:00:00+00:00,282.0,29.0,270.0,31.0,27.0,373.0,253.0,239.0,-346.0,146.0,None,ME,2026-04-23
2026-01-24 18:00:00+00:00,296.0,21.0,270.0,27.0,29.0,358.0,275.0,243.0,-329.0,189.0,None,ME,2026-04-23
2026-01-24 19:00:00+00:00,268.0,13.0,276.0,27.0,27.0,251.0,255.0,249.0,-224.0,280.0,None,ME,2026-04-23
2026-01-24 20:00:00+00:00,258.0,18.0,274.0,32.0,85.0,233.0,240.0,242.0,-148.0,334.0,None,ME,2026-04-23
2026-01-24 21:00:00+00:00,127.0,13.0,171.0,37.0,170.0,36.0,114.0,134.0,134.0,382.0,None,ME,2026-04-23
2026-01-24 22:00:00+00:00,133.0,63.0,160.0,82.0,282.0,20.0,70.0,78.0,262.0,410.0,None,ME,2026-04-23
2026-01-24 23:00:00+00:00,110.0,177.0,138.0,94.0,421.0,0.0,-67.0,44.0,421.0,398.0,None,ME,2026-04-23
2026-01-25 00:00:00+00:00,110.0,177.0,102.0,91.0,421.0,0.0,-67.0,11.0,421.0,365.0,None,ME,2026-04-23
2026-01-25 01:00:00+00:00,124.0,177.0,141.0,77.0,421.0,0.0,-53.0,64.0,421.0,432.0,None,ME,2026-04-23
2026-01-25 02:00:00+00:00,124.0,177.0,205.0,76.0,421.0,0.0,-53.0,129.0,421.0,497.0,None,ME,2026-04-23
2026-01-25 03:00:00+00:00,124.0,177.0,211.0,76.0,421.0,0.0,-53.0,135.0,421.0,503.0,None,ME,2026-04-23
2026-01-25 04:00:00+00:00,124.0,177.0,205.0,76.0,421.0,0.0,-53.0,129.0,421.0,497.0,None,ME,2026-04-23
2026-01-25 05:00:00+00:00,173.0,31.0,251.0,22.0,200.0,29.0,142.0,229.0,171.0,542.0,None,ME,2026-04-23
2026-01-25 06:00:00+00:00,212.0,35.0,235.0,24.0,190.0,78.0,177.0,211.0,112.0,500.0,None,ME,2026-04-23
2026-01-25 07:00:00+00:00,156.0,36.0,274.0,26.0,190.0,48.0,120.0,248.0,142.0,510.0,None,ME,2026-04-23
2026-01-25 08:00:00+00:00,151.0,123.0,235.0,26.0,283.0,65.0,28.0,209.0,218.0,455.0,None,ME,2026-04-23
2026-01-25 09:00:00+00:00,120.0,123.0,234.0,26.0,292.0,20.0,-3.0,208.0,272.0,477.0,None,ME,2026-04-23
2026-01-25 10:00:00+00:00,120.0,123.0,183.0,27.0,292.0,20.0,-3.0,156.0,272.0,425.0,None,ME,2026-04-23
2026-01-25 11:00:00+00:00,120.0,123.0,221.0,26.0,292.0,20.0,-3.0,195.0,272.0,464.0,None,ME,2026-04-23
2026-01-25 12:00:00+00:00,120.0,13.0,168.0,26.0,183.0,20.0,107.0,142.0,163.0,412.0,None,ME,2026-04-23
2026-01-25 13:00:00+00:00,120.0,13.0,188.0,26.0,179.0,35.0,107.0,162.0,144.0,413.0,None,ME,2026-04-23
2026-01-25 14:00:00+00:00,195.0,13.0,229.0,26.0,38.0,42.0,182.0,203.0,-4.0,381.0,None,ME,2026-04-23
2026-01-25 15:00:00+00:00,211.0,13.0,244.0,26.0,27.0,53.0,198.0,218.0,-26.0,390.0,None,ME,2026-04-23
2026-01-25 16:00:00+00:00,220.0,13.0,270.0,26.0,52.0,90.0,207.0,244.0,-38.0,413.0,None,ME,2026-04-23
2026-01-25 17:00:00+00:00,217.0,13.0,235.0,47.0,32.0,84.0,204.0,188.0,-52.0,340.0,None,ME,2026-04-23
2026-01-25 18:00:00+00:00,178.0,86.0,233.0,46.0,147.0,75.0,92.0,187.0,72.0,351.0,None,ME,2026-04-23
2026-01-25 19:00:00+00:00,159.0,34.0,206.0,27.0,185.0,65.0,125.0,179.0,120.0,424.0,None,ME,2026-04-23
2026-01-25 20:00:00+00:00,170.0,125.0,191.0,41.0,275.0,63.0,45.0,150.0,212.0,407.0,None,ME,2026-04-23
2026-01-25 21:00:00+00:00,150.0,134.0,193.0,47.0,320.0,50.0,16.0,146.0,270.0,432.0,None,ME,2026-04-23
2026-01-25 22:00:00+00:00,111.0,134.0,186.0,35.0,330.0,20.0,-23.0,151.0,310.0,438.0,None,ME,2026-04-23
2026-01-25 23:00:00+00:00,74.0,196.0,183.0,132.0,486.0,0.0,-122.0,51.0,486.0,415.0,None,ME,2026-04-23
2026-01-26 00:00:00+00:00,74.0,196.0,183.0,122.0,468.0,0.0,-122.0,61.0,468.0,407.0,None,ME,2026-04-23
2026-01-26 01:00:00+00:00,74.0,196.0,223.0,104.0,450.0,0.0,-122.0,119.0,450.0,447.0,None,ME,2026-04-23
2026-01-26 02:00:00+00:00,119.0,196.0,220.0,98.0,445.0,0.0,-77.0,122.0,445.0,490.0,None,ME,2026-04-23
2026-01-26 03:00:00+00:00,119.0,196.0,196.0,108.0,450.0,0.0,-77.0,88.0,450.0,461.0,None,ME,2026-04-23
2026-01-26 04:00:00+00:00,149.0,146.0,270.0,23.0,247.0,14.0,3.0,247.0,233.0,483.0,None,ME,2026-04-23
2026-01-26 05:00:00+00:00,216.0,13.0,224.0,25.0,32.0,24.0,203.0,199.0,8.0,410.0,None,ME,2026-04-23
2026-01-26 06:00:00+00:00,313.0,43.0,220.0,87.0,77.0,157.0,270.0,133.0,-80.0,323.0,None,ME,2026-04-23
2026-01-26 07:00:00+00:00,313.0,27.0,276.0,37.0,73.0,169.0,286.0,239.0,-96.0,429.0,None,ME,2026-04-23
2026-01-26 08:00:00+00:00,255.0,13.0,257.0,29.0,32.0,104.0,242.0,228.0,-72.0,398.0,None,ME,2026-04-23
2026-01-26 09:00:00+00:00,222.0,13.0,269.0,28.0,32.0,111.0,209.0,241.0,-79.0,371.0,None,ME,2026-04-23
2026-01-26 10:00:00+00:00,253.0,13.0,260.0,28.0,32.0,188.0,240.0,232.0,-156.0,316.0,None,ME,2026-04-23
2026-01-26 11:00:00+00:00,251.0,13.0,270.0,29.0,32.0,194.0,238.0,241.0,-162.0,317.0,None,ME,2026-04-23
2026-01-26 12:00:00+00:00,268.0,13.0,249.0,28.0,32.0,182.0,255.0,221.0,-150.0,326.0,None,ME,2026-04-23
2026-01-26 13:00:00+00:00,280.0,13.0,262.0,28.0,32.0,193.0,267.0,234.0,-161.0,340.0,None,ME,2026-04-23
2026-01-26 14:00:00+00:00,260.0,38.0,270.0,29.0,32.0,189.0,222.0,241.0,-157.0,306.0,None,ME,2026-04-23
2026-01-26 15:00:00+00:00,303.0,38.0,236.0,30.0,27.0,316.0,265.0,206.0,-289.0,182.0,None,ME,2026-04-23
2026-01-26 16:00:00+00:00,303.0,38.0,243.0,30.0,27.0,397.0,265.0,213.0,-370.0,108.0,None,ME,2026-04-23
2026-01-26 17:00:00+00:00,310.0,38.0,240.0,30.0,27.0,372.0,272.0,210.0,-345.0,137.0,None,ME,2026-04-23
2026-01-26 18:00:00+00:00,172.0,38.0,248.0,30.0,27.0,199.0,134.0,218.0,-172.0,180.0,None,ME,2026-04-23
2026-01-26 19:00:00+00:00,234.0,38.0,268.0,33.0,27.0,254.0,196.0,235.0,-227.0,204.0,None,ME,2026-04-23
2026-01-26 20:00:00+00:00,151.0,38.0,231.0,80.0,118.0,26.0,113.0,151.0,92.0,356.0,None,ME,2026-04-23
2026-01-26 21:00:00+00:00,115.0,134.0,260.0,131.0,332.0,35.0,-19.0,129.0,297.0,407.0,None,ME,2026-04-23
2026-01-26 22:00:00+00:00,147.0,167.0,233.0,124.0,316.0,0.0,-20.0,109.0,316.0,405.0,None,ME,2026-04-23
2026-01-26 23:00:00+00:00,86.0,212.0,157.0,118.0,481.0,8.0,-126.0,39.0,473.0,386.0,None,ME,2026-04-23
2026-01-27 00:00:00+00:00,121.0,206.0,193.0,107.0,465.0,8.0,-85.0,86.0,457.0,458.0,None,ME,2026-04-23
2026-01-27 01:00:00+00:00,95.0,206.0,222.0,107.0,467.0,8.0,-111.0,115.0,459.0,463.0,None,ME,2026-04-23
2026-01-27 02:00:00+00:00,109.0,206.0,238.0,105.0,468.0,8.0,-97.0,133.0,460.0,496.0,None,ME,2026-04-23
2026-01-27 03:00:00+00:00,128.0,175.0,256.0,97.0,438.0,8.0,-47.0,159.0,430.0,542.0,None,ME,2026-04-23
2026-01-27 04:00:00+00:00,122.0,13.0,308.0,83.0,185.0,30.0,109.0,225.0,155.0,489.0,None,ME,2026-04-23
2026-01-27 05:00:00+00:00,313.0,13.0,272.0,22.0,81.0,84.0,300.0,250.0,-3.0,547.0,None,ME,2026-04-23
2026-01-27 06:00:00+00:00,313.0,13.0,274.0,24.0,46.0,234.0,300.0,250.0,-188.0,362.0,None,ME,2026-04-23
2026-01-27 07:00:00+00:00,313.0,13.0,276.0,26.0,88.0,340.0,300.0,250.0,-252.0,298.0,None,ME,2026-04-23
2026-01-27 08:00:00+00:00,312.0,13.0,277.0,27.0,76.0,283.0,299.0,250.0,-207.0,342.0,None,ME,2026-04-23
2026-01-27 09:00:00+00:00,290.0,13.0,274.0,27.0,99.0,250.0,277.0,247.0,-151.0,373.0,None,ME,2026-04-23
2026-01-27 10:00:00+00:00,283.0,13.0,274.0,27.0,91.0,275.0,270.0,247.0,-184.0,333.0,None,ME,2026-04-23
2026-01-27 11:00:00+00:00,275.0,13.0,274.0,26.0,88.0,243.0,262.0,248.0,-155.0,355.0,None,ME,2026-04-23
2026-01-27 12:00:00+00:00,277.0,13.0,276.0,26.0,88.0,256.0,264.0,250.0,-168.0,346.0,None,ME,2026-04-23
2026-01-27 13:00:00+00:00,313.0,13.0,277.0,27.0,88.0,292.0,300.0,250.0,-204.0,346.0,None,ME,2026-04-23
2026-01-27 14:00:00+00:00,313.0,13.0,277.0,27.0,71.0,358.0,300.0,250.0,-287.0,263.0,None,ME,2026-04-23
2026-01-27 15:00:00+00:00,313.0,13.0,278.0,28.0,27.0,533.0,300.0,250.0,-506.0,44.0,None,ME,2026-04-23
2026-01-27 16:00:00+00:00,313.0,13.0,278.0,28.0,27.0,607.0,300.0,250.0,-580.0,-30.0,None,ME,2026-04-23
2026-01-27 17:00:00+00:00,313.0,13.0,279.0,29.0,27.0,597.0,300.0,250.0,-570.0,-20.0,None,ME,2026-04-23
2026-01-27 18:00:00+00:00,313.0,13.0,279.0,29.0,27.0,567.0,300.0,250.0,-540.0,10.0,None,ME,2026-04-23
2026-01-27 19:00:00+00:00,313.0,63.0,310.0,63.0,27.0,443.0,250.0,247.0,-416.0,81.0,None,ME,2026-04-23
2026-01-27 20:00:00+00:00,313.0,63.0,270.0,70.0,32.0,259.0,250.0,200.0,-227.0,223.0,None,ME,2026-04-23
2026-01-27 21:00:00+00:00,110.0,104.0,100.0,124.0,341.0,6.0,6.0,-24.0,335.0,317.0,None,ME,2026-04-23
2026-01-27 22:00:00+00:00,110.0,135.0,143.0,123.0,387.0,16.0,-25.0,20.0,371.0,366.0,None,ME,2026-04-23
2026-01-27 23:00:00+00:00,40.0,203.0,106.0,96.0,495.0,0.0,-163.0,10.0,495.0,342.0,None,ME,2026-04-23
2026-01-28 00:00:00+00:00,40.0,199.0,182.0,73.0,495.0,0.0,-159.0,109.0,495.0,445.0,None,ME,2026-04-23
2026-01-28 01:00:00+00:00,40.0,215.0,222.0,71.0,508.0,0.0,-175.0,151.0,508.0,484.0,None,ME,2026-04-23
2026-01-28 02:00:00+00:00,40.0,180.0,253.0,70.0,540.0,0.0,-140.0,183.0,540.0,583.0,None,ME,2026-04-23
2026-01-28 03:00:00+00:00,40.0,148.0,236.0,70.0,514.0,0.0,-108.0,166.0,514.0,572.0,None,ME,2026-04-23
2026-01-28 04:00:00+00:00,40.0,81.0,213.0,75.0,443.0,0.0,-41.0,138.0,443.0,540.0,None,ME,2026-04-23
2026-01-28 05:00:00+00:00,364.0,85.0,281.0,35.0,170.0,131.0,279.0,246.0,39.0,564.0,None,ME,2026-04-23
2026-01-28 06:00:00+00:00,313.0,95.0,270.0,23.0,104.0,172.0,218.0,247.0,-68.0,397.0,None,ME,2026-04-23
2026-01-28 07:00:00+00:00,310.0,88.0,270.0,23.0,105.0,197.0,222.0,247.0,-92.0,377.0,None,ME,2026-04-23
2026-01-28 08:00:00+00:00,333.0,85.0,260.0,24.0,116.0,193.0,248.0,236.0,-77.0,407.0,None,ME,2026-04-23
2026-01-28 09:00:00+00:00,285.0,55.0,256.0,24.0,89.0,149.0,230.0,232.0,-60.0,402.0,None,ME,2026-04-23
2026-01-28 10:00:00+00:00,313.0,56.0,255.0,23.0,89.0,243.0,257.0,232.0,-154.0,335.0,None,ME,2026-04-23
2026-01-28 11:00:00+00:00,333.0,65.0,232.0,22.0,89.0,206.0,268.0,210.0,-117.0,361.0,None,ME,2026-04-23
2026-01-28 12:00:00+00:00,313.0,50.0,253.0,23.0,89.0,243.0,263.0,230.0,-154.0,339.0,None,ME,2026-04-23
2026-01-28 13:00:00+00:00,290.0,50.0,265.0,23.0,59.0,245.0,240.0,242.0,-186.0,296.0,None,ME,2026-04-23
2026-01-28 14:00:00+00:00,325.0,85.0,270.0,23.0,47.0,237.0,240.0,247.0,-190.0,297.0,None,ME,2026-04-23
2026-01-28 15:00:00+00:00,313.0,87.0,270.0,48.0,57.0,228.0,226.0,222.0,-171.0,277.0,None,ME,2026-04-23
2026-01-28 16:00:00+00:00,313.0,85.0,270.0,23.0,27.0,220.0,228.0,247.0,-193.0,282.0,None,ME,2026-04-23
2026-01-28 17:00:00+00:00,313.0,88.0,260.0,23.0,27.0,200.0,225.0,237.0,-173.0,289.0,None,ME,2026-04-23
2026-01-28 18:00:00+00:00,313.0,85.0,260.0,23.0,36.0,225.0,228.0,237.0,-189.0,276.0,None,ME,2026-04-23
2026-01-28 19:00:00+00:00,313.0,83.0,265.0,48.0,60.0,208.0,230.0,217.0,-148.0,299.0,None,ME,2026-04-23
2026-01-28 20:00:00+00:00,224.0,186.0,230.0,74.0,193.0,20.0,38.0,156.0,173.0,367.0,None,ME,2026-04-23
2026-01-28 21:00:00+00:00,30.0,235.0,81.0,84.0,460.0,0.0,-205.0,-3.0,460.0,252.0,None,ME,2026-04-23
2026-01-28 22:00:00+00:00,30.0,235.0,72.0,63.0,480.0,0.0,-205.0,9.0,480.0,284.0,None,ME,2026-04-23
2026-01-28 23:00:00+00:00,72.0,166.0,110.0,158.0,576.0,0.0,-94.0,-48.0,576.0,434.0,None,ME,2026-04-23
2026-01-29 00:00:00+00:00,127.0,209.0,133.0,121.0,570.0,0.0,-82.0,12.0,570.0,500.0,None,ME,2026-04-23
2026-01-29 01:00:00+00:00,135.0,194.0,175.0,120.0,549.0,0.0,-59.0,55.0,549.0,545.0,None,ME,2026-04-23
2026-01-29 02:00:00+00:00,135.0,194.0,175.0,120.0,550.0,0.0,-59.0,55.0,550.0,546.0,None,ME,2026-04-23
2026-01-29 03:00:00+00:00,151.0,170.0,150.0,145.0,551.0,0.0,-19.0,5.0,551.0,537.0,None,ME,2026-04-23
2026-01-29 04:00:00+00:00,145.0,183.0,150.0,145.0,542.0,0.0,-38.0,5.0,542.0,509.0,None,ME,2026-04-23
2026-01-29 05:00:00+00:00,305.0,30.0,229.0,20.0,83.0,0.0,275.0,209.0,83.0,567.0,None,ME,2026-04-23
2026-01-29 06:00:00+00:00,318.0,20.0,270.0,22.0,75.0,90.0,298.0,248.0,-15.0,531.0,None,ME,2026-04-23
2026-01-29 07:00:00+00:00,303.0,20.0,270.0,23.0,95.0,135.0,283.0,247.0,-40.0,490.0,None,ME,2026-04-23
2026-01-29 08:00:00+00:00,303.0,20.0,270.0,25.0,66.0,150.0,283.0,245.0,-84.0,444.0,None,ME,2026-04-23
2026-01-29 09:00:00+00:00,313.0,20.0,270.0,25.0,87.0,170.0,293.0,245.0,-83.0,455.0,None,ME,2026-04-23
2026-01-29 10:00:00+00:00,313.0,20.0,270.0,25.0,67.0,157.0,293.0,245.0,-90.0,448.0,None,ME,2026-04-23
2026-01-29 11:00:00+00:00,313.0,20.0,270.0,25.0,67.0,160.0,293.0,245.0,-93.0,445.0,None,ME,2026-04-23
2026-01-29 12:00:00+00:00,313.0,20.0,260.0,25.0,67.0,182.0,293.0,235.0,-115.0,413.0,None,ME,2026-04-23
2026-01-29 13:00:00+00:00,313.0,20.0,275.0,26.0,67.0,215.0,293.0,249.0,-148.0,394.0,None,ME,2026-04-23
2026-01-29 14:00:00+00:00,303.0,20.0,276.0,26.0,77.0,177.0,283.0,250.0,-100.0,433.0,None,ME,2026-04-23
2026-01-29 15:00:00+00:00,293.0,20.0,251.0,26.0,45.0,139.0,273.0,225.0,-94.0,404.0,None,ME,2026-04-23
2026-01-29 16:00:00+00:00,278.0,20.0,266.0,26.0,35.0,165.0,258.0,240.0,-130.0,368.0,None,ME,2026-04-23
2026-01-29 17:00:00+00:00,293.0,20.0,260.0,26.0,35.0,148.0,273.0,234.0,-113.0,394.0,None,ME,2026-04-23
2026-01-29 18:00:00+00:00,278.0,20.0,268.0,26.0,35.0,137.0,258.0,242.0,-102.0,398.0,None,ME,2026-04-23
2026-01-29 19:00:00+00:00,275.0,34.0,253.0,26.0,35.0,84.0,241.0,227.0,-49.0,419.0,None,ME,2026-04-23
2026-01-29 20:00:00+00:00,224.0,140.0,201.0,183.0,455.0,59.0,84.0,18.0,396.0,498.0,None,ME,2026-04-23
2026-01-29 21:00:00+00:00,190.0,181.0,103.0,166.0,540.0,19.0,9.0,-63.0,521.0,467.0,None,ME,2026-04-23
2026-01-29 22:00:00+00:00,190.0,179.0,76.0,146.0,540.0,0.0,11.0,-70.0,540.0,481.0,None,ME,2026-04-23
2026-01-29 23:00:00+00:00,87.0,185.0,148.0,190.0,600.0,0.0,-98.0,-42.0,600.0,460.0,None,ME,2026-04-23
2026-01-30 00:00:00+00:00,67.0,185.0,187.0,190.0,600.0,0.0,-118.0,-3.0,600.0,479.0,None,ME,2026-04-23
